;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
3120;Don't F**k with Cats: Hunting an Internet Killer;A group of online justice seekers track down a guy who posted a video of him killing kittens.;2019;TV-MA;['documentation', 'crime'];['GB'];1.0;8.0;51559.0
3121;The Midnight Gospel;Traversing trippy worlds inside his universe simulator, Clancy the space caster explores existential questions about life, death and everything in between.;2020;TV-MA;['comedy', 'animation', 'scifi', 'thriller'];['US'];1.0;Unknown;Unknown
3124;The Defeated;Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.;2020;TV-MA;['history', 'thriller', 'drama'];['DE'];1.0;7.0;5902.0
3129;The Hateful Eight: Extended Version;Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.;2019;TV-MA;['crime', 'thriller', 'western', 'drama'];['US'];1.0;Unknown;Unknown
3132;The Family;An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.;2019;TV-14;['documentation', 'sport', 'reality'];['US'];1.0;6.4;3491.0
3133;Into the Night;When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.;2020;TV-MA;['scifi', 'drama', 'thriller'];['BE'];2.0;7.1;31559.0
3136;Feel Good;Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of her life. Life is further complicated by a new and all-consuming relationship with her new girlfriend George.;2020;TV-MA;['drama', 'comedy', 'romance'];['GB'];2.0;7.5;10690.0
3140;Crash Landing on You;A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.;2019;Unknown;['war'];['KR'];1.0;Unknown;Unknown
3142;Ragnarok;A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.;2020;TV-MA;['thriller', 'action', 'drama', 'fantasy', 'scifi'];['NO'];2.0;7.5;36863.0
3144;Love Is Blind;Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.;2020;TV-MA;['reality', 'romance'];['US'];5.0;6.1;7863.0
3145;Young Wallander;Follow recently graduated police officer Kurt Wallander as he investigates his first case.;2020;TV-MA;['thriller', 'crime', 'drama'];['GB'];2.0;6.9;11377.0
3146;Hollywood;A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big — no matter the cost.;2020;TV-MA;['drama', 'history'];['US'];1.0;7.5;36052.0
3147;Our Planet;Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.;2019;TV-G;['documentation'];['GB'];1.0;9.3;42259.0
3148;The Chef Show;Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.;2019;TV-MA;['documentation'];['US'];2.0;8.2;5107.0
3149;Big Timber;Big Timber follows the dangerous work of logger and sawmill owner Kevin Wenstob as he and his crew go to extremes to keep the family sawmill, and their way of life, alive.;2020;Unknown;['reality'];['CA'];2.0;6.6;705.0
3150;Raising Dion;A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.;2019;TV-G;['scifi', 'drama'];['US'];2.0;7.1;14799.0
3154;Sweet Home;As humans turn into savage monsters and wreak terror, one troubled teen and his apartment neighbors fight to survive — and to hold on to their humanity.;2020;TV-MA;['drama', 'scifi'];['KR'];1.0;Unknown;Unknown
3156;Ratched;An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.;2020;TV-MA;['drama', 'history', 'thriller', 'crime'];['US'];2.0;7.2;54291.0
3158;The Politician;Payton has known since childhood that he's going to be president. First he'll have to navigate the most treacherous political landscape: high school.;2019;TV-14;['comedy', 'drama'];['US'];2.0;7.5;22182.0
3162;The Cursed;Im Jin Hee is a gung ho reporter, out to do the ring thing. She covers a violent case involving Forest, the biggest IT company in South Korea. The chairman of Forest is Jin Jong Hyun. He relies heavily on shamanism. During her investigation, Im Jin Hee learns of a spiritual consulting company that is affiliated with Forest. The head of that affiliate company is Jin Kyung. While trying to reveal the secret behind Forest, Im Jin Hee meets So Jin. She is possessed by a spirit and she has a special ability.;2020;TV-MA;['thriller', 'scifi', 'drama', 'fantasy'];['KR'];1.0;7.1;466.0
3163;Top Boy;Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.;2019;TV-MA;['drama', 'crime'];['GB'];3.0;Unknown;Unknown
3164;Dorohedoro;"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""";2020;TV-MA;['scifi', 'action', 'comedy', 'fantasy', 'horror', 'animation'];['JP'];1.0;8.1;8262.0
3165;The Society;When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.;2019;TV-MA;['drama', 'scifi', 'thriller'];['US'];1.0;7.0;28647.0
3166;Unorthodox;A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.;2020;TV-MA;['drama'];['DE'];1.0;8.0;76083.0
3167;The Twelve;Twelve ordinary people are called for jury duty for a murder case as traumatizing as it is controversial in which a woman stands trial for killing her own blood.;2019;TV-MA;['thriller', 'drama'];['BE'];1.0;7.4;5174.0
3168;Barbarians;Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.;2020;TV-MA;['drama', 'action', 'history'];['DE'];1.0;7.2;23709.0
3170;The Movies That Made Us;Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.;2019;TV-PG;['documentation', 'family', 'history'];['US'];3.0;7.6;6288.0
3172;She;An undercover assignment to expose a drug ring becomes a timid Mumbai constable's road to empowerment as she realizes her dormant sexuality's potential.;2020;Unknown;['drama', 'crime'];['IN'];2.0;Unknown;Unknown
3176;Cursed;In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.;2020;TV-MA;['action', 'scifi', 'fantasy', 'drama'];['US'];1.0;5.8;29864.0
3178;Lego Jurassic World: Legend of Isla Nublar;"Set in 2012, three years before the events of the Jurassic World movie, LEGO Jurassic World: Legend of Isla Nublar picks up where the story left off from LEGO Jurassic World: The Secret Exhibit. Newly-hired animal behaviorist OWEN GRADY and Assistant Manager of Park Operations CLAIRE DEARING team up on Isla Nublar to deal with everything hectic life around the Jurassic World park throws their way. And ""everything"" includes runaway dinosaurs, ongoing construction to expand the park, tourists everywhere, unpredictable tropical weather, and an impulsive boss. Plus, a mysterious saboteur with surprising ties to the park's past is on a quest to find a legendary treasure and destroy Jurassic World forever. What could possibly go wrong? Everything.";2019;TV-PG;['comedy', 'family', 'scifi', 'animation', 'action'];['CA'];1.0;6.7;289.0
3180;Living with Yourself;Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.;2019;TV-MA;['drama', 'scifi', 'comedy'];['US'];2.0;7.2;30624.0
3181;Giri/Haji;A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder.;2019;TV-MA;['drama', 'thriller', 'crime'];['GB'];1.0;7.8;14008.0
3185;The Spy;Based on the life of Israeli spy Eli Cohen.;2019;TV-MA;['drama', 'history'];['FR'];1.0;7.9;41237.0
3187;Pokémon Journeys: The Series;Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon.;2020;TV-PG;['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy'];['JP'];1.0;6.9;563.0
3191;Jeffrey Epstein: Filthy Rich;Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.;2020;TV-MA;['documentation', 'crime'];['US'];1.0;7.1;23816.0
3192;Bogdan Boner: Egzorcysta;No demon is safe as Bogdan Boner, the alcohol-loving, self-taught exorcist-for-hire, returns with more inventive, obscene and deadly deeds.;2020;TV-MA;['animation', 'comedy'];['PL'];2.0;7.3;105.0
3194;The Valhalla Murders;Police profiler Arnar is sent back home from Oslo to his native Iceland to investigate the country's first serial killer case. He teams up with the local senior cop Kata.;2019;TV-MA;['crime', 'drama', 'thriller', 'scifi'];['IS'];1.0;7.1;13467.0
3196;The Last Czars;A Chronicled look at the fall of the Romanov dynasty in Russia.;2019;TV-MA;['romance', 'documentation', 'drama', 'history', 'war'];['GB'];1.0;7.3;8248.0
3199;Selling Sunset;The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.;2019;TV-MA;['reality'];['US'];5.0;6.4;6217.0
3200;Glow Up: Britain's Next Make-Up Star;A talented cast of aspiring makeup artists live and work together as they attempt to prove their potential to industry professionals from a multitude of worlds from fashion to film. With regular eliminations, the challenges not only test their skills under pressure but also give them the opportunity to unleash their creative vision with jaw-dropping results.;2019;TV-14;['reality'];['GB'];4.0;6.8;2095.0
3201;I Am Not Okay with This;Sydney is a teenage girl navigating the trials and tribulations of high school while dealing with the complexities of her family, her budding sexuality, and mysterious superpowers just beginning to awaken deep within her.;2020;TV-MA;['drama', 'fantasy', 'scifi', 'comedy'];['US'];1.0;7.5;58674.0
