;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes;platform
10635;The 40 Year Old Virgin;Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.;2005;R;116;['comedy', 'romance'];['US'];7.1;426834.0;HBO Max
10625;The Time Traveler's Wife;Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.;2009;PG-13;108;['fantasy', 'drama', 'romance', 'scifi', 'comedy', 'european'];['US'];7.1;148741.0;HBO Max
10446;Like Water for Chocolate;Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.;1992;R;105;['drama', 'romance'];['MX'];7.1;17797.0;HBO Max
9350;Beauty and the Beast;A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.;2017;PG;129;['fantasy', 'family', 'romance'];['US'];7.1;300873.0;Disney+
13028;Gantz:O;Somewhere in Tokyo, there is a room. In that room is a black sphere. Periodically, people who should otherwise have died are transferred to the room. There, the sphere gives them special suits and weapons, and sends them out on a mission to kill aliens here on Earth. While these missions take place, the rest of the world is largely oblivious to them. These missions are lethal - few participants survive them. The sphere calls the shots, and it's not the slightest bit nice. Its name... Gantz.;2016;NC-17;95;['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama'];['JP'];7.1;14950.0;Netflix
6563;Words on Bathroom Walls;Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.;2020;PG-13;111;['romance', 'drama'];['US'];7.1;9167.0;Amazon Prime
13033;The Danish Girl;When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.;2015;R;119;['drama', 'romance', 'european'];['BE', 'DK', 'DE', 'GB', 'US'];7.1;183579.0;Netflix
5980;The Uncomfortable Truth;"When the award-winning filmmaker of ""An Ordinary Hero"", Loki Mulholland, dives into the 400 year history of institutional racism in America he is confronted with the shocking reality that his family helped start it all from the very beginning.";2018;PG-13;85;['documentation'];['US'];7.1;263.0;Amazon Prime
15226;The Wedding Shaman;After a betrayal at work, a finance professional becomes an assistant to a bride shaman in order to salvage her only remaining property — and love life.;2019;Unknown;111;['drama', 'romance'];['ID'];7.1;161.0;Netflix
10530;The Tuskegee Airmen;"During the Second World War, a special project is begun by the US Army Air Corps to integrate African American pilots into the Fighter Pilot Program. Known as the ""Tuskegee Airman"" for the name of the airbase at which they were trained, these men were forced to constantly endure harassement, prejudice, and much behind the scenes politics until at last they were able to prove themselves in combat.";1995;PG-13;106;['drama', 'history', 'war'];['US'];7.1;6332.0;HBO Max
3901;Make Believe;A coming of age journey set in the quirky subculture of magic, this film follows six of the world’s best young magicians as they battle for the title of Teen World Champion.;2011;Unknown;88;['family', 'documentation'];['US'];7.1;481.0;Amazon Prime
6173;Audubon;An extensive look at the naturalist John James Audubon.;2017;Unknown;90;['documentation'];['US'];7.1;37.0;Amazon Prime
6255;Owen Benjamin: Huge Pianist;The unusual comedy of a very tall piano player, as he discusses the challenging and triumphant moments in his personal and professional life.;2018;Unknown;73;['comedy'];['US'];7.1;122.0;Amazon Prime
9720;So This Is Paris;Paul and Suzanne Giraud are happily married and living in a quiet neighborhood. When Suzanne notices that their new neighbors are expressive dancers in revealing outfits, she demands Paul speak to them about their lack of morality. Paul discovers that the woman is Georgette Lalle, an old flame.;1926;Unknown;70;['comedy'];['US'];7.1;581.0;HBO Max
3544;Hal Sparks: Charmageddon;After a successful run with Second City, Hal Sparks began performing at numerous comedy clubs including The Improv, The Comedy Store, The Laugh Factory and at Comic Relief's American Comedy Festival. For five seasons, he co-starred as Michael on the hit series Queer as Folk. His numerous television appearances include VH-1s hit pop culture series I Love the 70s/80s/90s, The Tonight Show, Larry King Live, Charlie Rose, Good Morning America, The View, Politically Incorrect, The Late, Late Show and Hollywood Squares.;2010;Unknown;63;['comedy'];['US'];7.1;123.0;Amazon Prime
12822;Metallica: Through the Never;Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.;2013;R;93;['music'];['US'];7.1;17513.0;Netflix
12826;The Railway Man;"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.";2013;R;116;['drama', 'history', 'european', 'romance', 'war'];['AU', 'CH', 'GB'];7.1;40175.0;Netflix
9955;Love in the Afternoon;Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.;1957;Unknown;130;['drama', 'romance', 'comedy', 'crime'];['US'];7.1;15435.0;HBO Max
6261;Delaware Shore;A Holocaust survivor who escapes the concentration camps finds refuge on a secluded Delaware Beach and raises her abandoned twin grandchildren.;2018;Unknown;98;['drama'];['US'];7.1;548.0;Amazon Prime
9980;Wanda;After a string of abusive relationships, Wanda abandons her family and seeks solace in the company of a petty criminal.;1971;PG;103;['crime', 'drama'];['US'];7.1;4158.0;HBO Max
3611;F-Stops;"Gabe has a burning fire in him to make his mark on Hollywood with his crime spree movie, but no one wants to give him funding. After a chance encounter with a thief named Gideon, Gabe decides to shoot his movie guerilla-style, robbing convenience stores, filming the whole thing. There's just one little problem; Gideon has been keeping the money (hey, old habits die hard). Now the filmmakers are wanted felons, with the police hot on their trail.";2001;Unknown;89;['drama'];['US'];7.1;29.0;Amazon Prime
15702;Asakusa Kid;In 1965, Takeshi Kitano drops out of a university and enters the Asakusa France Za, which is a performance theater. He becomes an apprentice to Senzaburo Fukami, who is a legendary entertainer. Senzaburo Fukami demands that Takeshi Kitano keep the mindset of an entertainer, not only on stage, but also in his daily life. Takeshi Kitano cultivates his dream of becoming an entertainer with other apprentices. Due to the popularity of TV, people attend the theater less and less, but Takeshi Kitano spends his youthful days with Senzaburo Fukami and other apprentices who are full of talent and unique personalities.;2021;Unknown;123;['drama'];['JP'];7.1;1223.0;Netflix
3638;Loyalty & Respect;In Cashville, two friend friends are torn apart buy fast money and launch an all out street war where no one can be trusted. Loyalty and Respect is lost over Cash in the city of Cashville.;2006;Unknown;83;['comedy', 'drama', 'action', 'crime', 'music'];['US'];7.1;1267.0;Amazon Prime
12709;Naruto Shippuden the Movie: Blood Prison;After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.;2011;PG-13;108;['action', 'comedy', 'horror', 'thriller', 'animation', 'fantasy'];['JP'];7.1;5104.0;Netflix
15664;American Girl;Uprooted from Los Angeles after her mother is stricken with breast cancer, thirteen year old Fen struggles to adjust to life in Taipei. As Fen navigates her way through school and reconnects with her long-separated father, her turbulent bond with her mother worsens. Fen drifts further away from her mother through a series of rebellious acts before her younger sister is misdiagnosed with SARS, pushing Fen and her mother towards a heated, long-gestating confrontation.;2021;Unknown;101;['drama', 'family'];['TW'];7.1;1221.0;Netflix
12688;The History of Future Folk;An alien intending to claim Earth for his people before their homeworld is destroyed by a comet decides not to eliminate humanity when he hears their music. Instead, he lives among them until another alien is sent to find and kill him.;2012;Unknown;86;['music', 'comedy', 'scifi'];['US'];7.1;3478.0;Netflix
12809;Mandela: Long Walk to Freedom;A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.;2013;PG-13;141;['drama', 'history'];['GB', 'ZA'];7.1;27866.0;Netflix
9535;Free Guy;A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.;2021;PG-13;115;['scifi', 'comedy', 'fantasy', 'action'];['US'];7.1;335518.0;Disney+
3486;The Extraordinary Tale Of William Buckley;Presented by Michael Cathcart, this is one of Australia's great untold stories of escaped convict, William Buckley's amazing story of survival - living for over 30 years with an Aboriginal tribe.;2010;Unknown;52;['documentation'];['AU'];7.1;115.0;Amazon Prime
9810;Dr. Jack;Country doctor Jack Jackson is called in to treat the Sick-Little-Well-Girl, who has been making Dr. Saulsbourg and his sanitarium very rich after years of unsuccessful treatment.;1922;Unknown;60;['comedy', 'romance'];['US'];7.1;1485.0;HBO Max
9804;Master of the House;A bully browbeats his wife and children until he meets his match in the woman who raised him.;1925;Unknown;107;['comedy', 'drama', 'european'];['DK'];7.1;2051.0;HBO Max
9877;Dressed to Kill;When Liz Blake, a prostitute, sees a mysterious woman brutally slay homemaker Kate Miller, she finds herself trapped in a dangerous situation. While the police think Liz is the murderer, the real killer wants to silence the crime's only witness.;1980;R;105;['thriller', 'crime', 'drama'];['US'];7.1;40768.0;HBO Max
